identif_mask,modelo,score,restritivo,positivo,msg,anomesdia
2671,YWZ,3003,3,3,,20210331
2672,YWZ,2002,2,2,,20210331
2673,YWZ,742000,742,0,,20210331
2674,YWZ,772822,772,822,,20210331
2675,YWZ,785713,785,713,,20210331
2676,YWZ,3003,3,3,,20210331
2677,YWZ,3003,3,3,,20210331
2678,YWZ,3003,3,3,,20210331
2679,YWZ,3003,3,3,,20210331
2680,YWZ,3003,3,3,,20210331
2681,YWZ,2002,2,2,,20210331
2682,YWZ,742000,742,0,,20210331
2683,YWZ,818924,818,924,,20210331
2684,YWZ,3003,3,3,,20210331
2685,YWZ,3003,3,3,,20210331
2686,YWZ,2002,2,2,,20210331
2687,YWZ,742000,742,0,,20210331
2688,YWZ,742000,742,0,,20210331
2689,YWZ,2002,2,2,,20210331
2690,YWZ,702862,702,862,,20210331
2691,YWZ,2002,2,2,,20210331
2692,YWZ,621000,621,0,,20210331
2693,YWZ,804807,804,807,,20210331
2694,YWZ,742000,742,0,,20210331
2695,YWZ,599000,599,0,,20210331
2696,YWZ,770000,770,0,,20210331
2697,YWZ,742629,742,629,,20210331
2698,YWZ,569000,569,0,,20210331
2699,YWZ,3003,3,3,,20210331
2700,YWZ,742000,742,0,,20210331
2701,YWZ,864000,864,0,,20210331
2702,YWZ,1001,1,1,,20210331
2703,YWZ,742000,742,0,,20210331
2704,YWZ,951479,951,479,,20210331
2705,YWZ,847862,847,862,,20210331
2706,YWZ,856000,856,0,,20210331
2707,YWZ,2002,2,2,,20210331
2708,YWZ,683862,683,862,,20210331
2709,YWZ,742000,742,0,,20210331
2710,YWZ,1001,1,1,,20210331
2711,YWZ,3003,3,3,,20210331
2712,YWZ,1001,1,1,,20210331
2713,YWZ,847862,847,862,,20210331
2714,YWZ,692791,692,791,,20210331
2715,YWZ,2002,2,2,,20210331
2716,YWZ,742000,742,0,,20210331
2717,YWZ,789000,789,0,,20210331
2718,YWZ,3003,3,3,,20210331
2719,YWZ,2002,2,2,,20210331
2720,YWZ,639000,639,0,,20210331
2721,YWZ,777582,777,582,,20210331
2722,YWZ,777747,777,747,,20210331
2723,YWZ,3003,3,3,,20210331
2724,YWZ,672862,672,862,,20210331
2725,YWZ,3003,3,3,,20210331
2726,YWZ,742000,742,0,,20210331
2727,YWZ,2002,2,2,,20210331
2728,YWZ,742747,742,747,,20210331
2729,YWZ,478594,478,594,,20210331
2730,YWZ,848657,848,657,,20210331
2731,YWZ,3003,3,3,,20210331
2732,YWZ,847713,847,713,,20210331
2733,YWZ,742000,742,0,,20210331
2734,YWZ,785862,785,862,,20210331
2735,YWZ,795550,795,550,,20210331
2736,YWZ,841862,841,862,,20210331
2737,YWZ,3003,3,3,,20210331
2738,YWZ,3003,3,3,,20210331
2739,YWZ,3003,3,3,,20210331
2740,YWZ,2002,2,2,,20210331
2741,YWZ,3003,3,3,,20210331
2742,YWZ,3003,3,3,,20210331
2743,YWZ,3003,3,3,,20210331
2744,YWZ,2002,2,2,,20210331
2745,YWZ,815769,815,769,,20210331
2746,YWZ,440862,440,862,,20210331
2747,YWZ,772608,772,608,,20210331
2748,YWZ,2002,2,2,,20210331
2749,YWZ,2002,2,2,,20210331
2750,YWZ,742554,742,554,,20210331
2751,YWZ,747000,747,0,,20210331
2752,YWZ,747747,747,747,,20210331
2753,YWZ,3003,3,3,,20210331
2754,YWZ,3003,3,3,,20210331
2755,YWZ,3003,3,3,,20210331
2756,YWZ,3003,3,3,,20210331
2757,YWZ,742000,742,0,,20210331
2758,YWZ,785769,785,769,,20210331
2759,YWZ,742000,742,0,,20210331
2760,YWZ,3003,3,3,,20210331
2761,YWZ,1001,1,1,,20210331
2762,YWZ,662747,662,747,,20210331
2763,YWZ,635000,635,0,,20210331
2764,YWZ,792807,792,807,,20210331
2765,YWZ,742000,742,0,,20210331
2766,YWZ,893862,893,862,,20210331
2767,YWZ,518000,518,0,,20210331
2768,YWZ,2002,2,2,,20210331
2769,YWZ,794698,794,698,,20210331
2770,YWZ,878924,878,924,,20210331
2771,YWZ,2002,2,2,,20210331
2772,YWZ,885862,885,862,,20210331
2773,YWZ,771000,771,0,,20210331
2774,YWZ,742000,742,0,,20210331
2775,YWZ,742000,742,0,,20210331
2776,YWZ,742000,742,0,,20210331
2777,YWZ,767683,767,683,,20210331
2778,YWZ,742000,742,0,,20210331
2779,YWZ,3003,3,3,,20210331
2780,YWZ,742000,742,0,,20210331
2781,YWZ,3003,3,3,,20210331
2782,YWZ,3003,3,3,,20210331
2783,YWZ,1001,1,1,,20210331
2784,YWZ,2002,2,2,,20210331
2785,YWZ,3003,3,3,,20210331
2786,YWZ,779744,779,744,,20210331
2787,YWZ,736924,736,924,,20210331
2788,YWZ,729485,729,485,,20210331
2789,YWZ,744769,744,769,,20210331
2790,YWZ,852862,852,862,,20210331
2791,YWZ,727862,727,862,,20210331
2792,YWZ,887924,887,924,,20210331
2793,YWZ,3003,3,3,,20210331
2794,YWZ,679862,679,862,,20210331
2795,YWZ,746862,746,862,,20210331
2796,YWZ,1001,1,1,,20210331
2797,YWZ,641851,641,851,,20210331
2798,YWZ,3003,3,3,,20210331
2799,YWZ,3003,3,3,,20210331
2800,YWZ,652395,652,395,,20210331
2801,YWZ,887862,887,862,,20210331
2802,YWZ,3003,3,3,,20210331
2803,YWZ,764000,764,0,,20210331
2804,YWZ,639747,639,747,,20210331
2805,YWZ,742000,742,0,,20210331
2806,YWZ,3003,3,3,,20210331
2807,YWZ,599000,599,0,,20210331
2808,YWZ,841862,841,862,,20210331
2809,YWZ,3003,3,3,,20210331
2810,YWZ,3003,3,3,,20210331
2811,YWZ,716740,716,740,,20210331
2812,YWZ,612862,612,862,,20210331
2813,YWZ,3003,3,3,,20210331
2814,YWZ,848924,848,924,,20210331
2815,YWZ,3003,3,3,,20210331
2816,YWZ,742862,742,862,,20210331
2817,YWZ,742000,742,0,,20210331
2818,YWZ,3003,3,3,,20210331
2819,YWZ,3003,3,3,,20210331
2820,YWZ,750608,750,608,,20210331
2821,YWZ,714791,714,791,,20210331
2822,YWZ,742536,742,536,,20210331
2823,YWZ,801862,801,862,,20210331
2824,YWZ,904000,904,0,,20210331
2825,YWZ,3003,3,3,,20210331
2826,YWZ,561642,561,642,,20210331
2827,YWZ,742000,742,0,,20210331
2828,YWZ,3003,3,3,,20210331
2829,YWZ,3003,3,3,,20210331
2830,YWZ,766000,766,0,,20210331
2831,YWZ,606000,606,0,,20210331
2832,YWZ,3003,3,3,,20210331
2833,YWZ,656924,656,924,,20210331
2834,YWZ,802554,802,554,,20210331
2835,YWZ,3003,3,3,,20210331
2836,YWZ,3003,3,3,,20210331
2837,YWZ,3003,3,3,,20210331
2838,YWZ,741000,741,0,,20210331
2839,YWZ,742000,742,0,,20210331
2840,YWZ,2002,2,2,,20210331
2841,YWZ,3003,3,3,,20210331
2842,YWZ,3003,3,3,,20210331
2843,YWZ,809608,809,608,,20210331
2844,YWZ,620465,620,465,,20210331
2845,YWZ,2002,2,2,,20210331
2846,YWZ,742000,742,0,,20210331
2847,YWZ,3003,3,3,,20210331
2848,YWZ,3003,3,3,,20210331
2849,YWZ,742000,742,0,,20210331
2850,YWZ,3003,3,3,,20210331
2851,YWZ,2002,2,2,,20210331
2852,YWZ,598769,598,769,,20210331
2853,YWZ,761769,761,769,,20210331
2854,YWZ,2002,2,2,,20210331
2855,YWZ,1001,1,1,,20210331
2856,YWZ,773769,773,769,,20210331
2857,YWZ,3003,3,3,,20210331
2858,YWZ,647000,647,0,,20210331
2859,YWZ,599543,599,543,,20210331
2860,YWZ,770000,770,0,,20210331
2861,YWZ,2002,2,2,,20210331
2862,YWZ,742000,742,0,,20210331
2863,YWZ,598000,598,0,,20210331
2864,YWZ,2002,2,2,,20210331
2865,YWZ,2002,2,2,,20210331
2866,YWZ,742000,742,0,,20210331
2867,YWZ,742000,742,0,,20210331
2868,YWZ,774862,774,862,,20210331
2869,YWZ,3003,3,3,,20210331
2870,YWZ,862000,862,0,,20210331
2871,YWZ,757587,757,587,,20210331
2872,YWZ,3003,3,3,,20210331
2873,YWZ,570862,570,862,,20210331
2874,YWZ,1001,1,1,,20210331
2875,YWZ,3003,3,3,,20210331
2876,YWZ,3003,3,3,,20210331
2877,YWZ,2002,2,2,,20210331
2878,YWZ,3003,3,3,,20210331
2879,YWZ,2002,2,2,,20210331
2880,YWZ,2002,2,2,,20210331
2881,YWZ,742000,742,0,,20210331
2882,YWZ,3003,3,3,,20210331
2883,YWZ,3003,3,3,,20210331
2884,YWZ,2002,2,2,,20210331
2885,YWZ,3003,3,3,,20210331
2886,YWZ,2002,2,2,,20210331
2887,YWZ,2002,2,2,,20210331
2888,YWZ,2002,2,2,,20210331
2889,YWZ,3003,3,3,,20210331
2890,YWZ,615000,615,0,,20210331
2891,YWZ,683598,683,598,,20210331
2892,YWZ,738862,738,862,,20210331
2893,YWZ,742000,742,0,,20210331
2894,YWZ,742862,742,862,,20210331
2895,YWZ,3003,3,3,,20210331
2896,YWZ,321000,321,0,,20210331
2897,YWZ,2002,2,2,,20210331
2898,YWZ,657000,657,0,,20210331
2899,YWZ,3003,3,3,,20210331
2900,YWZ,742000,742,0,,20210331
2901,YWZ,3003,3,3,,20210331
2902,YWZ,742000,742,0,,20210331
2903,YWZ,3003,3,3,,20210331
2904,YWZ,742000,742,0,,20210331
2905,YWZ,3003,3,3,,20210331
2906,YWZ,3003,3,3,,20210331
2907,YWZ,3003,3,3,,20210331
2908,YWZ,651713,651,713,,20210331
2909,YWZ,904924,904,924,,20210331
2910,YWZ,1001,1,1,,20210331
2911,YWZ,742554,742,554,,20210331
2912,YWZ,833747,833,747,,20210331
2913,YWZ,3003,3,3,,20210331
2914,YWZ,692862,692,862,,20210331
2915,YWZ,603747,603,747,,20210331
2916,YWZ,3003,3,3,,20210331
2917,YWZ,783000,783,0,,20210331
2918,YWZ,3003,3,3,,20210331
2919,YWZ,722000,722,0,,20210331
2920,YWZ,1001,1,1,,20210331
2921,YWZ,742000,742,0,,20210331
2922,YWZ,3003,3,3,,20210331
2923,YWZ,742000,742,0,,20210331
2924,YWZ,742883,742,883,,20210331
2925,YWZ,3003,3,3,,20210331
2926,YWZ,804862,804,862,,20210331
2927,YWZ,3003,3,3,,20210331
2928,YWZ,3003,3,3,,20210331
2929,YWZ,742000,742,0,,20210331
2930,YWZ,742000,742,0,,20210331
2931,YWZ,817591,817,591,,20210331
2932,YWZ,3003,3,3,,20210331
2933,YWZ,877862,877,862,,20210331
2934,YWZ,551776,551,776,,20210331
2935,YWZ,1001,1,1,,20210331
2936,YWZ,3003,3,3,,20210331
2937,YWZ,3003,3,3,,20210331
2938,YWZ,3003,3,3,,20210331
2939,YWZ,698924,698,924,,20210331
2940,YWZ,3003,3,3,,20210331
2941,YWZ,711000,711,0,,20210331
2942,YWZ,613000,613,0,,20210331
2943,YWZ,742000,742,0,,20210331
2944,YWZ,742000,742,0,,20210331
2945,YWZ,814503,814,503,,20210331
2946,YWZ,851924,851,924,,20210331
2947,YWZ,742000,742,0,,20210331
2948,YWZ,3003,3,3,,20210331
2949,YWZ,610000,610,0,,20210331
2950,YWZ,3003,3,3,,20210331
2951,YWZ,614000,614,0,,20210331
2952,YWZ,821862,821,862,,20210331
2953,YWZ,1001,1,1,,20210331
2954,YWZ,1001,1,1,,20210331
2955,YWZ,842872,842,872,,20210331
2956,YWZ,3003,3,3,,20210331
2957,YWZ,722862,722,862,,20210331
2958,YWZ,3003,3,3,,20210331
2959,YWZ,722000,722,0,,20210331
2960,YWZ,3003,3,3,,20210331
2961,YWZ,766713,766,713,,20210331
2962,YWZ,3003,3,3,,20210331
2963,YWZ,802862,802,862,,20210331
2964,YWZ,783791,783,791,,20210331
2965,YWZ,3003,3,3,,20210331
2966,YWZ,3003,3,3,,20210331
2967,YWZ,742000,742,0,,20210331
2968,YWZ,3003,3,3,,20210331
2969,YWZ,3003,3,3,,20210331
2970,YWZ,742000,742,0,,20210331
2971,YWZ,3003,3,3,,20210331
2972,YWZ,3003,3,3,,20210331
2973,YWZ,782862,782,862,,20210331
2974,YWZ,608583,608,583,,20210331
2975,YWZ,445560,445,560,,20210331
2976,YWZ,3003,3,3,,20210331
2977,YWZ,742000,742,0,,20210331
2978,YWZ,482713,482,713,,20210331
2979,YWZ,3003,3,3,,20210331
2980,YWZ,797000,797,0,,20210331
2981,YWZ,742000,742,0,,20210331
2982,YWZ,581862,581,862,,20210331
2983,YWZ,3003,3,3,,20210331
2984,YWZ,3003,3,3,,20210331
2985,YWZ,703000,703,0,,20210331
2986,YWZ,742000,742,0,,20210331
2987,YWZ,3003,3,3,,20210331
2988,YWZ,820000,820,0,,20210331
2989,YWZ,3003,3,3,,20210331
2990,YWZ,742000,742,0,,20210331
2991,YWZ,3003,3,3,,20210331
2992,YWZ,3003,3,3,,20210331
2993,YWZ,755822,755,822,,20210331
2994,YWZ,683000,683,0,,20210331
2995,YWZ,742000,742,0,,20210331
2996,YWZ,770608,770,608,,20210331
2997,YWZ,742000,742,0,,20210331
2998,YWZ,653791,653,791,,20210331
2999,YWZ,3003,3,3,,20210331
3000,YWZ,630000,630,0,,20210331
3001,YWZ,3003,3,3,,20210331
3002,YWZ,742000,742,0,,20210331
3003,YWZ,625000,625,0,,20210331
3004,YWZ,851558,851,558,,20210331
3005,YWZ,742000,742,0,,20210331
3006,YWZ,3003,3,3,,20210331
3007,YWZ,840862,840,862,,20210331
3008,YWZ,685354,685,354,,20210331
3009,YWZ,854582,854,582,,20210331
3010,YWZ,3003,3,3,,20210331
3011,YWZ,784713,784,713,,20210331
3012,YWZ,742000,742,0,,20210331
3013,YWZ,751632,751,632,,20210331
3014,YWZ,742000,742,0,,20210331
3015,YWZ,836924,836,924,,20210331
3016,YWZ,849924,849,924,,20210331
3017,YWZ,3003,3,3,,20210331
3018,YWZ,777000,777,0,,20210331
3019,YWZ,742000,742,0,,20210331
3020,YWZ,3003,3,3,,20210331
3021,YWZ,742594,742,594,,20210331
3022,YWZ,745728,745,728,,20210331
3023,YWZ,746862,746,862,,20210331
3024,YWZ,706862,706,862,,20210331
3025,YWZ,599000,599,0,,20210331
3026,YWZ,814735,814,735,,20210331
3027,YWZ,3003,3,3,,20210331
3028,YWZ,789710,789,710,,20210331
3029,YWZ,700000,700,0,,20210331
3030,YWZ,742000,742,0,,20210331
3031,YWZ,3003,3,3,,20210331
3032,YWZ,3003,3,3,,20210331
3033,YWZ,769924,769,924,,20210331
3034,YWZ,856862,856,862,,20210331
3035,YWZ,3003,3,3,,20210331
3036,YWZ,645862,645,862,,20210331
3037,YWZ,785851,785,851,,20210331
3038,YWZ,3003,3,3,,20210331
3039,YWZ,2002,2,2,,20210331
3040,YWZ,738753,738,753,,20210331
3041,YWZ,749791,749,791,,20210331
3042,YWZ,3003,3,3,,20210331
3043,YWZ,3003,3,3,,20210331
3044,YWZ,742000,742,0,,20210331
3045,YWZ,813924,813,924,,20210331
3046,YWZ,742000,742,0,,20210331
3047,YWZ,683000,683,0,,20210331
3048,YWZ,734000,734,0,,20210331
3049,YWZ,812822,812,822,,20210331
3050,YWZ,761683,761,683,,20210331
3051,YWZ,2002,2,2,,20210331
3052,YWZ,3003,3,3,,20210331
3053,YWZ,689783,689,783,,20210331
3054,YWZ,799653,799,653,,20210331
3055,YWZ,855924,855,924,,20210331
3056,YWZ,3003,3,3,,20210331
3057,YWZ,846554,846,554,,20210331
3058,YWZ,742862,742,862,,20210331
3059,YWZ,818862,818,862,,20210331
3060,YWZ,731728,731,728,,20210331
3061,YWZ,3003,3,3,,20210331
3062,YWZ,767612,767,612,,20210331
3063,YWZ,546730,546,730,,20210331
3064,YWZ,742000,742,0,,20210331
3065,YWZ,612000,612,0,,20210331
3066,YWZ,789000,789,0,,20210331
3067,YWZ,860851,860,851,,20210331
3068,YWZ,591000,591,0,,20210331
3069,YWZ,3003,3,3,,20210331
3070,YWZ,3003,3,3,,20210331
3071,YWZ,789862,789,862,,20210331
3072,YWZ,670862,670,862,,20210331
3073,YWZ,827000,827,0,,20210331
3074,YWZ,3003,3,3,,20210331
3075,YWZ,742000,742,0,,20210331
3076,YWZ,3003,3,3,,20210331
3077,YWZ,3003,3,3,,20210331
3078,YWZ,794747,794,747,,20210331
3079,YWZ,632000,632,0,,20210331
3080,YWZ,820862,820,862,,20210331
3081,YWZ,3003,3,3,,20210331
3082,YWZ,3003,3,3,,20210331
3083,YWZ,598000,598,0,,20210331
3084,YWZ,3003,3,3,,20210331
3085,YWZ,3003,3,3,,20210331
3086,YWZ,774000,774,0,,20210331
3087,YWZ,794634,794,634,,20210331
3088,YWZ,3003,3,3,,20210331
3089,YWZ,3003,3,3,,20210331
3090,YWZ,877924,877,924,,20210331
3091,YWZ,670000,670,0,,20210331
3092,YWZ,819862,819,862,,20210331
3093,YWZ,844769,844,769,,20210331
3094,YWZ,3003,3,3,,20210331
3095,YWZ,625769,625,769,,20210331
3096,YWZ,3003,3,3,,20210331
3097,YWZ,842000,842,0,,20210331
3098,YWZ,589000,589,0,,20210331
3099,YWZ,3003,3,3,,20210331
3100,YWZ,3003,3,3,,20210331
3101,YWZ,3003,3,3,,20210331
3102,YWZ,694822,694,822,,20210331
3103,YWZ,702924,702,924,,20210331
3104,YWZ,3003,3,3,,20210331
3105,YWZ,3003,3,3,,20210331
3106,YWZ,806924,806,924,,20210331
3107,YWZ,3003,3,3,,20210331
3108,YWZ,3003,3,3,,20210331
3109,YWZ,3003,3,3,,20210331
3110,YWZ,818862,818,862,,20210331
3111,YWZ,3003,3,3,,20210331
3112,YWZ,833862,833,862,,20210331
3113,YWZ,654000,654,0,,20210331
3114,YWZ,600862,600,862,,20210331
3115,YWZ,3003,3,3,,20210331
3116,YWZ,819747,819,747,,20210331
3117,YWZ,3003,3,3,,20210331
3118,YWZ,3003,3,3,,20210331
3119,YWZ,638591,638,591,,20210331
3120,YWZ,382000,382,0,,20210331
3121,YWZ,745000,745,0,,20210331
3122,YWZ,727758,727,758,,20210331
3123,YWZ,3003,3,3,,20210331
3124,YWZ,757791,757,791,,20210331
3125,YWZ,840862,840,862,,20210331
3126,YWZ,742000,742,0,,20210331
3127,YWZ,3003,3,3,,20210331
3128,YWZ,768000,768,0,,20210331
3129,YWZ,629691,629,691,,20210331
3130,YWZ,3003,3,3,,20210331
3131,YWZ,3003,3,3,,20210331
3132,YWZ,742000,742,0,,20210331
3133,YWZ,3003,3,3,,20210331
3134,YWZ,3003,3,3,,20210331
3135,YWZ,411000,411,0,,20210331
3136,YWZ,836862,836,862,,20210331
3137,YWZ,742000,742,0,,20210331
3138,YWZ,1001,1,1,,20210331
3139,YWZ,772000,772,0,,20210331
3140,YWZ,705000,705,0,,20210331
3141,YWZ,3003,3,3,,20210331
3142,YWZ,3003,3,3,,20210331
3143,YWZ,3003,3,3,,20210331
3144,YWZ,687461,687,461,,20210331
3145,YWZ,3003,3,3,,20210331
3146,YWZ,810924,810,924,,20210331
3147,YWZ,3003,3,3,,20210331
3148,YWZ,371710,371,710,,20210331
3149,YWZ,3003,3,3,,20210331
3150,YWZ,742000,742,0,,20210331
3151,YWZ,742000,742,0,,20210331
3152,YWZ,3003,3,3,,20210331
3153,YWZ,3003,3,3,,20210331
3154,YWZ,1001,1,1,,20210331
3155,YWZ,742814,742,814,,20210331
3156,YWZ,3003,3,3,,20210331
3157,YWZ,840862,840,862,,20210331
3158,YWZ,3003,3,3,,20210331
3159,YWZ,642814,642,814,,20210331
3160,YWZ,3003,3,3,,20210331
3161,YWZ,783790,783,790,,20210331
3162,YWZ,643885,643,885,,20210331
3163,YWZ,1001,1,1,,20210331
3164,YWZ,822825,822,825,,20210331
3165,YWZ,876924,876,924,,20210331
3166,YWZ,721000,721,0,,20210331
3167,YWZ,658000,658,0,,20210331
3168,YWZ,3003,3,3,,20210331
3169,YWZ,3003,3,3,,20210331
3170,YWZ,721769,721,769,,20210331
3171,YWZ,648924,648,924,,20210331
3172,YWZ,827000,827,0,,20210331
3173,YWZ,814713,814,713,,20210331
3174,YWZ,647560,647,560,,20210331
3175,YWZ,3003,3,3,,20210331
3176,YWZ,742000,742,0,,20210331
3177,YWZ,817880,817,880,,20210331
3178,YWZ,742000,742,0,,20210331
3179,YWZ,3003,3,3,,20210331
3180,YWZ,789807,789,807,,20210331
3181,YWZ,884862,884,862,,20210331
3182,YWZ,619000,619,0,,20210331
3183,YWZ,3003,3,3,,20210331
3184,YWZ,3003,3,3,,20210331
3185,YWZ,3003,3,3,,20210331
3186,YWZ,742000,742,0,,20210331
3187,YWZ,1001,1,1,,20210331
3188,YWZ,656862,656,862,,20210331
3189,YWZ,3003,3,3,,20210331
3190,YWZ,742000,742,0,,20210331
3191,YWZ,742000,742,0,,20210331
3192,YWZ,3003,3,3,,20210331
3193,YWZ,742554,742,554,,20210331
3194,YWZ,742000,742,0,,20210331
3195,YWZ,3003,3,3,,20210331
3196,YWZ,844862,844,862,,20210331
3197,YWZ,682000,682,0,,20210331
3198,YWZ,3003,3,3,,20210331
3199,YWZ,3003,3,3,,20210331
3200,YWZ,618862,618,862,,20210331
3201,YWZ,3003,3,3,,20210331
3202,YWZ,727791,727,791,,20210331
3203,YWZ,884791,884,791,,20210331
3204,YWZ,1001,1,1,,20210331
3205,YWZ,742000,742,0,,20210331
3206,YWZ,742000,742,0,,20210331
3207,YWZ,3003,3,3,,20210331
3208,YWZ,3003,3,3,,20210331
3209,YWZ,853862,853,862,,20210331
3210,YWZ,742000,742,0,,20210331
3211,YWZ,903778,903,778,,20210331
3212,YWZ,742000,742,0,,20210331
3213,YWZ,3003,3,3,,20210331
3214,YWZ,767000,767,0,,20210331
3215,YWZ,3003,3,3,,20210331
3216,YWZ,650510,650,510,,20210331
3217,YWZ,798000,798,0,,20210331
3218,YWZ,742000,742,0,,20210331
3219,YWZ,803663,803,663,,20210331
3220,YWZ,821000,821,0,,20210331
3221,YWZ,3003,3,3,,20210331
3222,YWZ,3003,3,3,,20210331
3223,YWZ,816781,816,781,,20210331
3224,YWZ,3003,3,3,,20210331
3225,YWZ,820924,820,924,,20210331
3226,YWZ,3003,3,3,,20210331
3227,YWZ,3003,3,3,,20210331
3228,YWZ,3003,3,3,,20210331
3229,YWZ,539383,539,383,,20210331
3230,YWZ,3003,3,3,,20210331
3231,YWZ,3003,3,3,,20210331
3232,YWZ,3003,3,3,,20210331
3233,YWZ,742000,742,0,,20210331
3234,YWZ,852747,852,747,,20210331
3235,YWZ,598000,598,0,,20210331
3236,YWZ,742000,742,0,,20210331
3237,YWZ,3003,3,3,,20210331
3238,YWZ,742000,742,0,,20210331
3239,YWZ,3003,3,3,,20210331
3240,YWZ,3003,3,3,,20210331
3241,YWZ,648000,648,0,,20210331
3242,YWZ,742000,742,0,,20210331
3243,YWZ,904000,904,0,,20210331
3244,YWZ,3003,3,3,,20210331
3245,YWZ,3003,3,3,,20210331
3246,YWZ,735791,735,791,,20210331
3247,YWZ,742000,742,0,,20210331
3248,YWZ,604608,604,608,,20210331
3249,YWZ,603000,603,0,,20210331
3250,YWZ,881924,881,924,,20210331
3251,YWZ,740713,740,713,,20210331
3252,YWZ,3003,3,3,,20210331
3253,YWZ,878747,878,747,,20210331
3254,YWZ,3003,3,3,,20210331
3255,YWZ,742000,742,0,,20210331
3256,YWZ,497807,497,807,,20210331
3257,YWZ,742775,742,775,,20210331
3258,YWZ,815851,815,851,,20210331
3259,YWZ,3003,3,3,,20210331
3260,YWZ,3003,3,3,,20210331
3261,YWZ,664683,664,683,,20210331
3262,YWZ,749862,749,862,,20210331
3263,YWZ,720551,720,551,,20210331
3264,YWZ,742560,742,560,,20210331
3265,YWZ,742000,742,0,,20210331
3266,YWZ,742862,742,862,,20210331
3267,YWZ,862000,862,0,,20210331
3268,YWZ,772862,772,862,,20210331
3269,YWZ,2002,2,2,,20210331
3270,YWZ,700000,700,0,,20210331
3271,YWZ,799762,799,762,,20210331
3272,YWZ,742000,742,0,,20210331
3273,YWZ,764000,764,0,,20210331
3274,YWZ,3003,3,3,,20210331
3275,YWZ,3003,3,3,,20210331
3276,YWZ,699880,699,880,,20210331
3277,YWZ,825554,825,554,,20210331
3278,YWZ,684000,684,0,,20210331
3279,YWZ,3003,3,3,,20210331
3280,YWZ,3003,3,3,,20210331
3281,YWZ,3003,3,3,,20210331
3282,YWZ,900743,900,743,,20210331
3283,YWZ,3003,3,3,,20210331
3284,YWZ,617924,617,924,,20210331
3285,YWZ,746862,746,862,,20210331
3286,YWZ,2002,2,2,,20210331
3287,YWZ,808767,808,767,,20210331
3288,YWZ,746862,746,862,,20210331
3289,YWZ,816000,816,0,,20210331
3290,YWZ,653000,653,0,,20210331
3291,YWZ,3003,3,3,,20210331
3292,YWZ,742000,742,0,,20210331
3293,YWZ,1001,1,1,,20210331
3294,YWZ,805554,805,554,,20210331
3295,YWZ,3003,3,3,,20210331
3296,YWZ,3003,3,3,,20210331
3297,YWZ,621851,621,851,,20210331
3298,YWZ,470807,470,807,,20210331
3299,YWZ,3003,3,3,,20210331
3300,YWZ,2002,2,2,,20210331
3301,YWZ,785862,785,862,,20210331
3302,YWZ,763728,763,728,,20210331
3303,YWZ,578769,578,769,,20210331
3304,YWZ,680862,680,862,,20210331
3305,YWZ,879000,879,0,,20210331
3306,YWZ,725729,725,729,,20210331
3307,YWZ,3003,3,3,,20210331
3308,YWZ,3003,3,3,,20210331
3309,YWZ,742000,742,0,,20210331
3310,YWZ,742000,742,0,,20210331
3311,YWZ,742000,742,0,,20210331
3312,YWZ,686000,686,0,,20210331
3313,YWZ,619000,619,0,,20210331
3314,YWZ,772000,772,0,,20210331
3315,YWZ,678000,678,0,,20210331
3316,YWZ,3003,3,3,,20210331
3317,YWZ,603589,603,589,,20210331
3318,YWZ,742000,742,0,,20210331
3319,YWZ,744814,744,814,,20210331
3320,YWZ,3003,3,3,,20210331
3321,YWZ,818924,818,924,,20210331
3322,YWZ,856645,856,645,,20210331
3323,YWZ,3003,3,3,,20210331
3324,YWZ,2002,2,2,,20210331
3325,YWZ,610728,610,728,,20210331
3326,YWZ,3003,3,3,,20210331
3327,YWZ,3003,3,3,,20210331
3328,YWZ,3003,3,3,,20210331
3329,YWZ,1001,1,1,,20210331
3330,YWZ,742862,742,862,,20210331
3331,YWZ,1001,1,1,,20210331
3332,YWZ,3003,3,3,,20210331
3333,YWZ,625000,625,0,,20210331
3334,YWZ,728000,728,0,,20210331
3335,YWZ,808822,808,822,,20210331
3336,YWZ,567000,567,0,,20210331
3337,YWZ,766000,766,0,,20210331
3338,YWZ,828924,828,924,,20210331
3339,YWZ,3003,3,3,,20210331
3340,YWZ,3003,3,3,,20210331
3341,YWZ,3003,3,3,,20210331
3342,YWZ,3003,3,3,,20210331
3343,YWZ,648862,648,862,,20210331
3344,YWZ,742000,742,0,,20210331
3345,YWZ,824924,824,924,,20210331
3346,YWZ,564000,564,0,,20210331
3347,YWZ,3003,3,3,,20210331
3348,YWZ,3003,3,3,,20210331
3349,YWZ,3003,3,3,,20210331
3350,YWZ,598000,598,0,,20210331
3351,YWZ,769594,769,594,,20210331
3352,YWZ,736747,736,747,,20210331
3353,YWZ,691601,691,601,,20210331
3354,YWZ,742000,742,0,,20210331
3355,YWZ,560526,560,526,,20210331
3356,YWZ,3003,3,3,,20210331
3357,YWZ,794698,794,698,,20210331
3358,YWZ,772000,772,0,,20210331
3359,YWZ,3003,3,3,,20210331
3360,YWZ,809000,809,0,,20210331
3361,YWZ,616862,616,862,,20210331
3362,YWZ,579769,579,769,,20210331
3363,YWZ,682000,682,0,,20210331
3364,YWZ,904862,904,862,,20210331
3365,YWZ,751779,751,779,,20210331
3366,YWZ,2002,2,2,,20210331
3367,YWZ,607000,607,0,,20210331
3368,YWZ,742000,742,0,,20210331
